theme,FundingName,year,recipients,totalAwarded,maxAwarded,avgAwarded,id
training,London Borough of Barnet,2016,2,"£6,375","£4,250","£3,188",training-London Borough of Barnet
training,London Borough of Barnet,2017,1,"£1,500","£1,500","£1,500",training-London Borough of Barnet
training,London Catalyst,2012,7,"£20,500","£5,000","£2,929",training-London Catalyst
training,London Catalyst,2013,5,"£18,512","£6,612","£3,702",training-London Catalyst
training,London Catalyst,2014,4,"£20,000","£9,000","£5,000",training-London Catalyst
training,London Catalyst,2015,5,"£15,500","£5,000","£3,100",training-London Catalyst
training,London Catalyst,2016,3,"£4,772","£2,000","£1,591",training-London Catalyst
training,London Catalyst,2017,1,"£3,000","£3,000","£3,000",training-London Catalyst
training,London Councils,2013,11,"£14,784,528","£5,391,284","£1,344,048",training-London Councils
training,London Councils,2017,9,"£20,782,056","£5,700,952","£2,309,117",training-London Councils
training,Macc,2014,3,"£83,483","£44,528","£27,828",training-Macc
training,Macc,2016,6,"£57,404","£10,000","£9,567",training-Macc
training,Masonic Charitable Foundation,2016,15,"£193,544","£60,000","£12,903",training-Masonic Charitable Foundation
training,Masonic Charitable Foundation,2017,2,"£9,000","£5,000","£4,500",training-Masonic Charitable Foundation
training,Nationwide Foundation,2009,8,"£33,296","£5,000","£4,162",training-Nationwide Foundation
training,Nationwide Foundation,2010,8,"£35,997","£5,000","£4,500",training-Nationwide Foundation
training,Nationwide Foundation,2011,5,"£24,950","£5,000","£4,990",training-Nationwide Foundation
training,Nationwide Foundation,2012,3,"£14,715","£5,000","£4,905",training-Nationwide Foundation
training,Nationwide Foundation,2013,5,"£469,800","£140,000","£93,960",training-Nationwide Foundation
training,Nationwide Foundation,2014,2,"£165,000","£125,000","£82,500",training-Nationwide Foundation
training,Nationwide Foundation,2016,2,"£233,388","£158,656","£116,694",training-Nationwide Foundation
training,Nesta,2014,1,"£9,999","£9,999","£9,999",training-Nesta
training,One Manchester,2015,3,"£6,804","£5,000","£2,268",training-One Manchester
training,One Manchester,2016,1,"£2,500","£2,500","£2,500",training-One Manchester
training,Oxford City Council,2017,3,"£33,766","£25,000","£11,255",training-Oxford City Council
training,Oxfordshire Community Foundation,2013,4,"£3,417","£1,000",£854,training-Oxfordshire Community Foundation
training,Oxfordshire Community Foundation,2015,8,"£7,712","£2,000",£964,training-Oxfordshire Community Foundation
training,Oxfordshire Community Foundation,2016,19,"£62,838","£5,000","£3,307",training-Oxfordshire Community Foundation
training,Oxfordshire Community Foundation,2017,24,"£236,903","£70,000","£9,871",training-Oxfordshire Community Foundation
training,Pears Foundation,2017,1,"£80,000","£80,000","£80,000",training-Pears Foundation
training,Power to Change,2016,7,"£968,784","£369,942","£138,398",training-Power to Change
training,Quartet Community Foundation,2016,20,"£51,506","£10,000","£2,575",training-Quartet Community Foundation
training,Quartet Community Foundation,2017,32,"£175,189","£34,700","£5,475",training-Quartet Community Foundation
training,Quixote Foundation,2004,1,"£22,500","£22,500","£22,500",training-Quixote Foundation
training,Quixote Foundation,2012,1,"£18,750","£18,750","£18,750",training-Quixote Foundation
training,Quixote Foundation,2013,1,"£7,500","£7,500","£7,500",training-Quixote Foundation
training,Quixote Foundation,2014,1,"£18,750","£18,750","£18,750",training-Quixote Foundation
training,R S Macdonald Charitable Trust,2015,6,"£121,090","£48,178","£20,182",training-R S Macdonald Charitable Trust
training,R S Macdonald Charitable Trust,2016,4,"£112,505","£50,400","£28,126",training-R S Macdonald Charitable Trust
training,R S Macdonald Charitable Trust,2017,10,"£273,556","£87,000","£27,356",training-R S Macdonald Charitable Trust
training,Road Safety Trust,2017,3,"£125,688","£97,500","£41,896",training-Road Safety Trust
training,Scottish Council For Voluntary Organisations,2015,22,"£187,986","£14,754","£8,545",training-Scottish Council For Voluntary Organisations
training,Scottish Council For Voluntary Organisations,2016,24,"£135,408","£9,918","£5,642",training-Scottish Council For Voluntary Organisations
training,Scottish Council For Voluntary Organisations,2017,29,"£242,670","£10,000","£8,368",training-Scottish Council For Voluntary Organisations
training,Seafarers UK,2017,6,"£252,200","£145,000","£42,033",training-Seafarers UK
training,Somerset Community Foundation,2016,7,"£18,259","£4,949","£2,608",training-Somerset Community Foundation
training,Tedworth Charitable Trust,2015,2,"£20,000","£10,000","£10,000",training-Tedworth Charitable Trust
training,Tedworth Charitable Trust,2016,1,"£16,900","£16,900","£16,900",training-Tedworth Charitable Trust
training,The Blagrave Trust,2014,1,"£60,000","£60,000","£60,000",training-The Blagrave Trust
training,The Clothworkers Foundation,2016,8,"£440,000","£150,000","£55,000",training-The Clothworkers Foundation
training,The Clothworkers Foundation,2017,2,"£29,600","£20,000","£14,800",training-The Clothworkers Foundation
training,The David & Elaine Potter Foundation,2016,1,"£19,588","£19,588","£19,588",training-The David & Elaine Potter Foundation
training,The David & Elaine Potter Foundation,2017,2,"£35,427","£25,427","£17,714",training-The David & Elaine Potter Foundation
training,The Dulverton Trust,2005,21,"£228,200","£25,000","£10,867",training-The Dulverton Trust
training,The Dulverton Trust,2006,11,"£86,100","£40,000","£7,827",training-The Dulverton Trust
training,The Dulverton Trust,2007,24,"£272,700","£30,000","£11,363",training-The Dulverton Trust
training,The Dulverton Trust,2008,7,"£91,400","£30,000","£13,057",training-The Dulverton Trust
training,The Dulverton Trust,2009,19,"£229,500","£30,000","£12,079",training-The Dulverton Trust
training,The Dulverton Trust,2010,17,"£170,400","£25,500","£10,024",training-The Dulverton Trust
training,The Dulverton Trust,2011,8,"£206,500","£75,000","£25,813",training-The Dulverton Trust
training,The Dulverton Trust,2012,1,"£75,000","£75,000","£75,000",training-The Dulverton Trust
training,The Dulverton Trust,2013,3,"£65,000","£25,000","£21,667",training-The Dulverton Trust
training,The Dulverton Trust,2014,2,"£50,000","£30,000","£25,000",training-The Dulverton Trust
training,The Dulverton Trust,2015,2,"£115,000","£75,000","£57,500",training-The Dulverton Trust
training,The Dulverton Trust,2016,3,"£170,000","£90,000","£56,667",training-The Dulverton Trust
training,The Dulverton Trust,2017,3,"£53,000","£25,000","£17,667",training-The Dulverton Trust
training,The Fore,2013,2,"£39,950","£27,000","£19,975",training-The Fore
training,The Fore,2014,1,"£15,000","£15,000","£15,000",training-The Fore
training,The Fore,2015,2,"£46,000","£26,000","£23,000",training-The Fore
training,The Fore,2016,1,"£30,000","£30,000","£30,000",training-The Fore
training,The Henry Smith Charity,2012,22,"£1,244,370","£126,000","£56,562",training-The Henry Smith Charity
training,The Henry Smith Charity,2013,29,"£1,331,099","£130,000","£45,900",training-The Henry Smith Charity
training,The Henry Smith Charity,2014,17,"£1,155,200","£123,000","£67,953",training-The Henry Smith Charity
training,The Henry Smith Charity,2015,31,"£1,738,015","£120,000","£56,065",training-The Henry Smith Charity
training,The Henry Smith Charity,2016,24,"£1,579,800","£105,000","£65,825",training-The Henry Smith Charity
training,The Henry Smith Charity,2017,5,"£225,000","£75,000","£45,000",training-The Henry Smith Charity
training,The Robertson Trust,2015,18,"£394,000","£51,000","£21,889",training-The Robertson Trust
training,The Robertson Trust,2016,10,"£239,500","£48,000","£23,950",training-The Robertson Trust
training,The Robertson Trust,2017,9,"£283,500","£65,000","£31,500",training-The Robertson Trust
training,The Tudor Trust,2013,18,"£1,006,420","£122,000","£55,912",training-The Tudor Trust
training,The Tudor Trust,2014,23,"£768,530","£105,000","£33,414",training-The Tudor Trust
training,The Tudor Trust,2015,20,"£877,400","£80,000","£43,870",training-The Tudor Trust
training,The Tudor Trust,2016,16,"£743,500","£105,000","£46,469",training-The Tudor Trust
training,The Tudor Trust,2017,8,"£461,100","£115,000","£57,638",training-The Tudor Trust
training,Three Guineas Trust,2015,1,"£6,650","£6,650","£6,650",training-Three Guineas Trust
training,Three Guineas Trust,2016,2,"£348,329","£298,329","£174,165",training-Three Guineas Trust
training,Three Guineas Trust,2017,1,"£63,420","£63,420","£63,420",training-Three Guineas Trust
training,Trafford Housing Trust Social Investment,2014,3,"£8,020","£5,100","£2,673",training-Trafford Housing Trust Social Investment
training,Trafford Housing Trust Social Investment,2015,8,"£31,969","£9,065","£3,996",training-Trafford Housing Trust Social Investment
training,Trafford Housing Trust Social Investment,2016,14,"£98,727","£13,954","£7,052",training-Trafford Housing Trust Social Investment
training,Trafford Metropolitan Borough Council,2013,3,"£9,290","£4,330","£3,097",training-Trafford Metropolitan Borough Council
training,Trafford Metropolitan Borough Council,2014,1,"£3,970","£3,970","£3,970",training-Trafford Metropolitan Borough Council
training,Trafford Metropolitan Borough Council,2017,1,£500,£500,£500,training-Trafford Metropolitan Borough Council
training,True Colours Trust,2014,1,"£150,000","£150,000","£150,000",training-True Colours Trust
training,True Colours Trust,2015,1,"£90,000","£90,000","£90,000",training-True Colours Trust
training,True Colours Trust,2017,2,"£9,360","£6,860","£4,680",training-True Colours Trust
training,Tuixen Foundation,2010,2,"£50,000","£30,000","£25,000",training-Tuixen Foundation
training,Tuixen Foundation,2011,1,"£30,000","£30,000","£30,000",training-Tuixen Foundation
training,Tuixen Foundation,2012,2,"£130,000","£100,000","£65,000",training-Tuixen Foundation
training,Tuixen Foundation,2013,2,"£115,000","£100,000","£57,500",training-Tuixen Foundation
training,Tuixen Foundation,2014,2,"£115,000","£100,000","£57,500",training-Tuixen Foundation
training,Tuixen Foundation,2015,2,"£70,000","£50,000","£35,000",training-Tuixen Foundation
training,Tuixen Foundation,2016,2,"£75,000","£50,000","£37,500",training-Tuixen Foundation
training,Tuixen Foundation,2017,2,"£60,000","£50,000","£30,000",training-Tuixen Foundation
training,Two Ridings Community Foundation,2017,4,"£6,120","£4,000","£1,530",training-Two Ridings Community Foundation
training,United St Saviour's Charity,2016,2,"£124,032","£90,657","£62,016",training-United St Saviour's Charity
training,United St Saviour's Charity,2017,4,"£164,297","£60,000","£41,074",training-United St Saviour's Charity
training,Virgin Money Foundation,2015,6,"£210,271","£43,500","£35,045",training-Virgin Money Foundation
training,Virgin Money Foundation,2016,9,"£362,265","£50,000","£40,252",training-Virgin Money Foundation
training,Virgin Money Foundation,2017,11,"£499,583","£148,214","£45,417",training-Virgin Money Foundation
training,Walcot Foundation,2012,1,"£30,000","£30,000","£30,000",training-Walcot Foundation
training,Walcot Foundation,2015,2,"£54,992","£34,992","£27,496",training-Walcot Foundation
training,Walcot Foundation,2016,1,"£35,400","£35,400","£35,400",training-Walcot Foundation
training,Wiltshire Community Foundation,2015,20,"£101,958","£15,000","£5,098",training-Wiltshire Community Foundation
training,Wiltshire Community Foundation,2016,14,"£187,237","£112,426","£13,374",training-Wiltshire Community Foundation
training,Wiltshire Community Foundation,2017,5,"£22,146","£15,000","£4,429",training-Wiltshire Community Foundation
training,Wolfson Foundation,2014,7,"£808,180","£500,000","£115,454",training-Wolfson Foundation
training,Wolfson Foundation,2015,2,"£105,000","£75,000","£52,500",training-Wolfson Foundation
training,Wolfson Foundation,2016,2,"£70,000","£50,000","£35,000",training-Wolfson Foundation
training,Woodward Charitable Trust,2004,5,"£40,761","£30,526","£8,152",training-Woodward Charitable Trust
training,Woodward Charitable Trust,2005,2,"£3,900","£2,400","£1,950",training-Woodward Charitable Trust
training,Woodward Charitable Trust,2006,4,"£9,000","£4,500","£2,250",training-Woodward Charitable Trust
training,Woodward Charitable Trust,2007,5,"£24,436","£10,500","£4,887",training-Woodward Charitable Trust
training,Woodward Charitable Trust,2008,4,"£14,930","£9,600","£3,733",training-Woodward Charitable Trust
training,Woodward Charitable Trust,2009,3,"£6,000","£2,000","£2,000",training-Woodward Charitable Trust
training,Woodward Charitable Trust,2010,7,"£12,500","£2,500","£1,786",training-Woodward Charitable Trust
training,Woodward Charitable Trust,2011,11,"£15,550","£2,000","£1,414",training-Woodward Charitable Trust
training,Woodward Charitable Trust,2012,8,"£12,800","£2,500","£1,600",training-Woodward Charitable Trust
training,Woodward Charitable Trust,2013,6,"£10,500","£3,000","£1,750",training-Woodward Charitable Trust
training,Woodward Charitable Trust,2014,11,"£9,200","£1,500",£836,training-Woodward Charitable Trust
training,Woodward Charitable Trust,2015,12,"£10,500","£2,000",£875,training-Woodward Charitable Trust
training,Woodward Charitable Trust,2016,9,"£10,250","£2,000","£1,139",training-Woodward Charitable Trust
training,Woodward Charitable Trust,2017,10,"£13,000","£3,000","£1,300",training-Woodward Charitable Trust
travel,Barrow Cadbury Trust,2013,3,"£10,500","£5,000","£3,500",travel-Barrow Cadbury Trust
travel,Barrow Cadbury Trust,2016,1,"£5,150","£5,150","£5,150",travel-Barrow Cadbury Trust
travel,BBC Children in Need,2013,2,"£179,113","£108,248","£89,557",travel-BBC Children in Need
travel,BBC Children in Need,2014,3,"£319,992","£151,811","£106,664",travel-BBC Children in Need
travel,BBC Children in Need,2015,2,"£112,405","£102,659","£56,203",travel-BBC Children in Need
travel,Cheshire Community Foundation,2016,1,"£6,670","£6,670","£6,670",travel-Cheshire Community Foundation
travel,Cheshire Community Foundation,2017,9,"£64,014","£19,702","£7,113",travel-Cheshire Community Foundation
travel,City Bridge Trust,2016,1,"£42,000","£42,000","£42,000",travel-City Bridge Trust
travel,Co-operative Group,2017,39,"£93,239","£6,711","£2,391",travel-Co-operative Group
travel,Community Foundation for Surrey,2016,9,"£1,819",£250,£202,travel-Community Foundation for Surrey
travel,Community Foundation for Surrey,2017,9,"£2,470",£841,£274,travel-Community Foundation for Surrey
travel,Community Foundation serving Tyne & Wear and Northumberland,2015,1,£980,£980,£980,travel-Community Foundation serving Tyne & Wear and Northumberland
travel,Community Foundation serving Tyne & Wear and Northumberland,2016,1,"£3,000","£3,000","£3,000",travel-Community Foundation serving Tyne & Wear and Northumberland
travel,Community Foundation serving Tyne & Wear and Northumberland,2017,2,"£2,820","£2,320","£1,410",travel-Community Foundation serving Tyne & Wear and Northumberland
travel,Corra Foundation,2015,1,"£3,000","£3,000","£3,000",travel-Corra Foundation
travel,Corra Foundation,2016,2,"£9,050","£5,000","£4,525",travel-Corra Foundation
travel,Corra Foundation,2017,4,"£14,750","£5,500","£3,688",travel-Corra Foundation
travel,Dundee City Council,2016,1,"£15,491","£15,491","£15,491",travel-Dundee City Council
travel,Essex Community Foundation,2016,1,£400,£400,£400,travel-Essex Community Foundation
travel,Essex Community Foundation,2017,2,"£1,700","£1,000",£850,travel-Essex Community Foundation
travel,Indigo Trust,2005,1,"£90,000","£90,000","£90,000",travel-Indigo Trust
travel,Indigo Trust,2012,1,"£10,000","£10,000","£10,000",travel-Indigo Trust
travel,Indigo Trust,2013,2,"£19,722","£10,074","£9,861",travel-Indigo Trust
travel,Indigo Trust,2015,1,"£26,000","£26,000","£26,000",travel-Indigo Trust
travel,Joseph Rowntree Charitable Trust,2017,1,"£50,000","£50,000","£50,000",travel-Joseph Rowntree Charitable Trust
travel,Lankelly Chase Foundation,2014,1,"£233,114","£233,114","£233,114",travel-Lankelly Chase Foundation
travel,Lankelly Chase Foundation,2016,1,"£160,000","£160,000","£160,000",travel-Lankelly Chase Foundation
travel,Lankelly Chase Foundation,2017,1,"£284,011","£284,011","£284,011",travel-Lankelly Chase Foundation
travel,Lloyd's Register Foundation,2014,1,"£3,000","£3,000","£3,000",travel-Lloyd's Register Foundation
travel,Lloyd's Register Foundation,2015,1,"£3,000","£3,000","£3,000",travel-Lloyd's Register Foundation
travel,Lloyd's Register Foundation,2016,1,"£3,766","£3,766","£3,766",travel-Lloyd's Register Foundation
travel,Lloyds Bank Foundation for England and Wales,2010,130,"£3,333,000","£151,400","£25,638",travel-Lloyds Bank Foundation for England and Wales
travel,Lloyds Bank Foundation for England and Wales,2011,104,"£3,152,800","£51,500","£30,315",travel-Lloyds Bank Foundation for England and Wales
travel,Lloyds Bank Foundation for England and Wales,2012,95,"£2,135,000","£52,600","£22,474",travel-Lloyds Bank Foundation for England and Wales
travel,Lloyds Bank Foundation for England and Wales,2013,8,"£175,562","£34,900","£21,945",travel-Lloyds Bank Foundation for England and Wales
travel,Lloyds Bank Foundation for England and Wales,2014,2,"£109,900","£75,000","£54,950",travel-Lloyds Bank Foundation for England and Wales
travel,Lloyds Bank Foundation for England and Wales,2015,8,"£475,104","£73,340","£59,388",travel-Lloyds Bank Foundation for England and Wales
travel,Lloyds Bank Foundation for England and Wales,2016,5,"£295,439","£74,925","£59,088",travel-Lloyds Bank Foundation for England and Wales
travel,Lloyds Bank Foundation for England and Wales,2017,5,"£348,241","£79,241","£69,648",travel-Lloyds Bank Foundation for England and Wales
travel,London Councils,2017,1,"£1,005,512","£1,005,512","£1,005,512",travel-London Councils
travel,Masonic Charitable Foundation,2016,2,"£10,000","£5,000","£5,000",travel-Masonic Charitable Foundation
travel,Nationwide Foundation,2009,2,"£9,788","£4,920","£4,894",travel-Nationwide Foundation
travel,Nationwide Foundation,2010,4,"£19,075","£5,000","£4,769",travel-Nationwide Foundation
travel,Nationwide Foundation,2015,1,"£9,500","£9,500","£9,500",travel-Nationwide Foundation
travel,One Manchester,2016,1,"£2,000","£2,000","£2,000",travel-One Manchester
travel,Oxfordshire Community Foundation,2013,1,£750,£750,£750,travel-Oxfordshire Community Foundation
travel,Oxfordshire Community Foundation,2015,1,"£2,000","£2,000","£2,000",travel-Oxfordshire Community Foundation
travel,Oxfordshire Community Foundation,2016,3,"£7,591","£4,671","£2,530",travel-Oxfordshire Community Foundation
travel,Oxfordshire Community Foundation,2017,11,"£27,967","£5,000","£2,542",travel-Oxfordshire Community Foundation
travel,Quartet Community Foundation,2016,4,"£25,624","£20,000","£6,406",travel-Quartet Community Foundation
travel,Quartet Community Foundation,2017,12,"£10,950","£1,500",£913,travel-Quartet Community Foundation
travel,R S Macdonald Charitable Trust,2015,1,"£35,000","£35,000","£35,000",travel-R S Macdonald Charitable Trust
travel,R S Macdonald Charitable Trust,2016,1,"£5,000","£5,000","£5,000",travel-R S Macdonald Charitable Trust
travel,Road Safety Trust,2016,1,"£98,215","£98,215","£98,215",travel-Road Safety Trust
travel,Scottish Council For Voluntary Organisations,2015,2,"£19,386","£9,834","£9,693",travel-Scottish Council For Voluntary Organisations
travel,Scottish Council For Voluntary Organisations,2016,1,"£5,000","£5,000","£5,000",travel-Scottish Council For Voluntary Organisations
travel,Scottish Council For Voluntary Organisations,2017,1,"£9,991","£9,991","£9,991",travel-Scottish Council For Voluntary Organisations
travel,Seafarers UK,2017,1,"£1,000","£1,000","£1,000",travel-Seafarers UK
travel,The Dulverton Trust,2005,1,£750,£750,£750,travel-The Dulverton Trust
travel,The Dulverton Trust,2007,1,"£2,500","£2,500","£2,500",travel-The Dulverton Trust
travel,The Dulverton Trust,2008,1,"£2,250","£2,250","£2,250",travel-The Dulverton Trust
travel,The Dulverton Trust,2009,1,"£2,400","£2,400","£2,400",travel-The Dulverton Trust
travel,The Dulverton Trust,2015,1,"£50,000","£50,000","£50,000",travel-The Dulverton Trust
travel,The Dulverton Trust,2017,2,"£20,314","£20,000","£10,157",travel-The Dulverton Trust
travel,The Henry Smith Charity,2012,3,"£9,850","£6,350","£3,283",travel-The Henry Smith Charity
travel,The Henry Smith Charity,2013,4,"£206,000","£87,000","£51,500",travel-The Henry Smith Charity
travel,The Henry Smith Charity,2015,1,"£10,000","£10,000","£10,000",travel-The Henry Smith Charity
travel,The Henry Smith Charity,2016,3,"£188,700","£90,000","£62,900",travel-The Henry Smith Charity
travel,The Robertson Trust,2017,2,"£57,000","£30,000","£28,500",travel-The Robertson Trust
travel,The Tudor Trust,2013,2,"£56,000","£30,000","£28,000",travel-The Tudor Trust
travel,The Tudor Trust,2014,5,"£200,000","£50,000","£40,000",travel-The Tudor Trust
travel,The Tudor Trust,2015,3,"£154,800","£90,000","£51,600",travel-The Tudor Trust
travel,The Tudor Trust,2016,1,"£60,000","£60,000","£60,000",travel-The Tudor Trust
travel,The Tudor Trust,2017,6,"£234,000","£80,000","£39,000",travel-The Tudor Trust
travel,Trafford Housing Trust Social Investment,2016,2,"£10,200","£10,000","£5,100",travel-Trafford Housing Trust Social Investment
travel,True Colours Trust,2015,1,"£4,000","£4,000","£4,000",travel-True Colours Trust
travel,Two Ridings Community Foundation,2017,1,£400,£400,£400,travel-Two Ridings Community Foundation
travel,Walcot Foundation,2012,1,"£16,907","£16,907","£16,907",travel-Walcot Foundation
travel,Wiltshire Community Foundation,2015,1,"£15,000","£15,000","£15,000",travel-Wiltshire Community Foundation
travel,Wiltshire Community Foundation,2016,1,"£2,000","£2,000","£2,000",travel-Wiltshire Community Foundation
travel,Woodward Charitable Trust,2004,3,"£8,700","£4,200","£2,900",travel-Woodward Charitable Trust
travel,Woodward Charitable Trust,2005,2,"£9,500","£7,500","£4,750",travel-Woodward Charitable Trust
travel,Woodward Charitable Trust,2006,1,"£1,000","£1,000","£1,000",travel-Woodward Charitable Trust
travel,Woodward Charitable Trust,2007,2,"£3,500","£2,000","£1,750",travel-Woodward Charitable Trust
travel,Woodward Charitable Trust,2008,1,"£14,750","£14,750","£14,750",travel-Woodward Charitable Trust
travel,Woodward Charitable Trust,2009,1,"£4,485","£4,485","£4,485",travel-Woodward Charitable Trust
travel,Woodward Charitable Trust,2010,6,"£15,808","£5,000","£2,635",travel-Woodward Charitable Trust
travel,Woodward Charitable Trust,2011,1,"£2,000","£2,000","£2,000",travel-Woodward Charitable Trust
travel,Woodward Charitable Trust,2013,2,"£3,000","£1,500","£1,500",travel-Woodward Charitable Trust
travel,Woodward Charitable Trust,2014,2,"£2,000","£1,000","£1,000",travel-Woodward Charitable Trust
travel,Woodward Charitable Trust,2015,5,"£9,400","£5,000","£1,880",travel-Woodward Charitable Trust
travel,Woodward Charitable Trust,2016,1,"£1,000","£1,000","£1,000",travel-Woodward Charitable Trust
travel,Woodward Charitable Trust,2017,2,"£1,300","£1,000",£650,travel-Woodward Charitable Trust
youth,A B Charitable Trust,2013,2,"£12,500","£7,500","£6,250",youth-A B Charitable Trust
youth,A B Charitable Trust,2014,2,"£15,000","£10,000","£7,500",youth-A B Charitable Trust
youth,A B Charitable Trust,2015,1,"£10,000","£10,000","£10,000",youth-A B Charitable Trust
youth,A B Charitable Trust,2016,3,"£25,000","£10,000","£8,333",youth-A B Charitable Trust
youth,Barrow Cadbury Trust,2012,1,"£29,670","£29,670","£29,670",youth-Barrow Cadbury Trust
youth,Barrow Cadbury Trust,2013,2,"£90,000","£60,000","£45,000",youth-Barrow Cadbury Trust
youth,Barrow Cadbury Trust,2014,7,"£210,825","£60,000","£30,118",youth-Barrow Cadbury Trust
youth,Barrow Cadbury Trust,2015,10,"£786,824","£457,924","£78,682",youth-Barrow Cadbury Trust
youth,Barrow Cadbury Trust,2016,9,"£432,000","£90,000","£48,000",youth-Barrow Cadbury Trust
youth,Barrow Cadbury Trust,2017,12,"£657,020","£100,000","£54,752",youth-Barrow Cadbury Trust
youth,BBC Children in Need,2011,1,"£26,468","£26,468","£26,468",youth-BBC Children in Need
youth,BBC Children in Need,2013,162,"£11,467,346","£118,312","£70,786",youth-BBC Children in Need
youth,BBC Children in Need,2014,361,"£27,231,273","£153,310","£75,433",youth-BBC Children in Need
youth,BBC Children in Need,2015,750,"£34,936,876","£146,481","£46,583",youth-BBC Children in Need
youth,Birmingham City Council,2014,30,"£397,940","£162,869","£13,265",youth-Birmingham City Council
youth,Birmingham City Council,2015,24,"£522,996","£50,000","£21,792",youth-Birmingham City Council
youth,Birmingham City Council,2016,20,"£121,815","£54,795","£6,091",youth-Birmingham City Council
youth,Birmingham City Council,2017,4,"£11,776","£9,446","£2,944",youth-Birmingham City Council
youth,"Calouste Gulbenkian Foundation, UK Branch",2015,2,"£44,000","£22,000","£22,000","youth-Calouste Gulbenkian Foundation, UK Branch"
youth,"Calouste Gulbenkian Foundation, UK Branch",2017,1,"£6,000","£6,000","£6,000","youth-Calouste Gulbenkian Foundation, UK Branch"
youth,Cheshire Community Foundation,2016,28,"£170,660","£24,500","£6,095",youth-Cheshire Community Foundation
youth,Cheshire Community Foundation,2017,61,"£376,480","£25,000","£6,172",youth-Cheshire Community Foundation
youth,City Bridge Trust,2014,13,"£1,419,700","£300,000","£109,208",youth-City Bridge Trust
youth,City Bridge Trust,2015,16,"£1,257,570","£138,650","£78,598",youth-City Bridge Trust
youth,City Bridge Trust,2016,9,"£663,060","£180,000","£73,673",youth-City Bridge Trust
youth,City Bridge Trust,2017,12,"£1,318,450","£150,000","£109,871",youth-City Bridge Trust
youth,Co-operative Group,2017,1031,"£2,646,480","£16,204","£2,567",youth-Co-operative Group
youth,Comic Relief,2015,4,"£1,449,237","£435,000","£362,309",youth-Comic Relief
youth,Comic Relief,2016,1,"£1,413,421","£1,413,421","£1,413,421",youth-Comic Relief
youth,Community Foundation for Surrey,2016,87,"£220,564","£20,000","£2,535",youth-Community Foundation for Surrey
youth,Community Foundation for Surrey,2017,40,"£87,023","£8,200","£2,176",youth-Community Foundation for Surrey
youth,Community Foundation serving Tyne & Wear and Northumberland,2015,73,"£418,591","£36,500","£5,734",youth-Community Foundation serving Tyne & Wear and Northumberland
youth,Community Foundation serving Tyne & Wear and Northumberland,2016,117,"£619,608","£37,300","£5,296",youth-Community Foundation serving Tyne & Wear and Northumberland
youth,Community Foundation serving Tyne & Wear and Northumberland,2017,48,"£245,564","£40,000","£5,116",youth-Community Foundation serving Tyne & Wear and Northumberland
youth,Corra Foundation,2015,34,"£926,214","£395,913","£27,242",youth-Corra Foundation
youth,Corra Foundation,2016,37,"£364,525","£142,030","£9,852",youth-Corra Foundation
youth,Corra Foundation,2017,27,"£310,099","£121,611","£11,485",youth-Corra Foundation
youth,Dundee City Council,2017,1,"£9,000","£9,000","£9,000",youth-Dundee City Council
youth,Essex Community Foundation,2016,20,"£308,615","£107,800","£15,431",youth-Essex Community Foundation
youth,Essex Community Foundation,2017,70,"£409,692","£105,000","£5,853",youth-Essex Community Foundation
youth,Greenham Common Trust,2015,3,"£9,464","£5,800","£3,155",youth-Greenham Common Trust
youth,Greenham Common Trust,2016,3,"£10,100","£6,212","£3,367",youth-Greenham Common Trust
youth,Heart Of England Community Foundation,2016,18,"£128,467","£74,960","£7,137",youth-Heart Of England Community Foundation
youth,Heart Of England Community Foundation,2017,18,"£120,895","£50,000","£6,716",youth-Heart Of England Community Foundation
youth,Indigo Trust,2005,1,"£7,000","£7,000","£7,000",youth-Indigo Trust
youth,Indigo Trust,2011,2,"£54,667","£44,672","£27,334",youth-Indigo Trust
youth,Indigo Trust,2012,6,"£84,643","£20,000","£14,107",youth-Indigo Trust
youth,Indigo Trust,2013,1,"£45,000","£45,000","£45,000",youth-Indigo Trust
youth,Indigo Trust,2014,1,"£8,077","£8,077","£8,077",youth-Indigo Trust
youth,Indigo Trust,2015,2,"£27,000","£22,000","£13,500",youth-Indigo Trust
youth,Indigo Trust,2016,1,"£356,100","£356,100","£356,100",youth-Indigo Trust
youth,Indigo Trust,2017,2,"£60,671","£45,000","£30,336",youth-Indigo Trust
youth,Joseph Rowntree Foundation,2016,3,"£13,400","£5,000","£4,467",youth-Joseph Rowntree Foundation
youth,Joseph Rowntree Foundation,2017,1,"£2,500","£2,500","£2,500",youth-Joseph Rowntree Foundation
youth,LandAid Charitable Trust,2013,18,"£808,296","£150,000","£44,905",youth-LandAid Charitable Trust
youth,LandAid Charitable Trust,2014,19,"£928,909","£129,900","£48,890",youth-LandAid Charitable Trust
youth,LandAid Charitable Trust,2015,11,"£732,319","£116,000","£66,574",youth-LandAid Charitable Trust
youth,LandAid Charitable Trust,2016,6,"£474,000","£150,000","£79,000",youth-LandAid Charitable Trust
youth,Lankelly Chase Foundation,2014,3,"£140,250","£121,000","£46,750",youth-Lankelly Chase Foundation
youth,Lankelly Chase Foundation,2015,6,"£467,673","£124,181","£77,946",youth-Lankelly Chase Foundation
youth,Lankelly Chase Foundation,2016,6,"£435,857","£160,000","£72,643",youth-Lankelly Chase Foundation
youth,Lloyd's Register Foundation,2010,1,"£435,250","£435,250","£435,250",youth-Lloyd's Register Foundation
