"theme","fundersTop10","country","year","recipients","totalAwarded","maxAwarded","avgAwarded"
"training","The Big Lottery Fund","Yemen",2006,1,4663,4663,4663
"training","The Big Lottery Fund","Yemen",2010,1,6025,6025,6025
"training","The Big Lottery Fund","Yemen",2013,1,8889,8889,8889
"training","The Big Lottery Fund","Yemen",2015,1,9919,9919,9919
"training","The Big Lottery Fund","Zambia",2004,1,5000,5000,5000
"training","The Big Lottery Fund","Zambia",2012,1,5e+05,5e+05,5e+05
"training","The Big Lottery Fund","Zimbabwe",2005,1,5000,5000,5000
"training","The Big Lottery Fund","Zimbabwe",2006,1,4600,4600,4600
"training","The Big Lottery Fund","Zimbabwe",2007,1,515509,515509,515509
"training","The Big Lottery Fund",NA,2004,1615,77005042,6399248,47681.1405572755
"training","The Big Lottery Fund",NA,2005,2193,88707300,1291253,40450.2051983584
"training","The Big Lottery Fund",NA,2006,2357,70639978,3741565,29970.2918964786
"training","The Big Lottery Fund",NA,2007,1714,171966227.13,19759398,100330.354218203
"training","The Big Lottery Fund",NA,2008,1594,76819162.73,2617921,48192.6993287327
"training","The Big Lottery Fund",NA,2009,1605,105938173.48,1200000,66005.0925109034
"training","The Big Lottery Fund",NA,2010,1519,78732920.22,1038530,51832.073877551
"training","The Big Lottery Fund",NA,2011,1487,101037586.04,1095621,67947.2670073974
"training","The Big Lottery Fund",NA,2012,1401,116347843.58,7e+06,83046.2837830121
"training","The Big Lottery Fund",NA,2013,1309,98768706.07,9994537,75453.5569671505
"training","The Big Lottery Fund",NA,2014,382,21352265.57,1198292,55895.9831675393
"training","The Big Lottery Fund",NA,2015,797,51944109,1151111,65174.5407779172
"training","The Big Lottery Fund",NA,2016,1194,114221159,5000350,95662.6122278057
"training","The Big Lottery Fund",NA,2017,861,58737824,1812221,68220.4692218351
"training","The Wellcome Trust","Bangladesh",2008,1,30000,30000,30000
"training","The Wellcome Trust","Bangladesh",2010,1,62534,62534,62534
"training","The Wellcome Trust","Brazil",2006,1,27251,27251,27251
"training","The Wellcome Trust","Brazil",2016,2,1549395,1193395,774697.5
"training","The Wellcome Trust","Canada",2010,1,400,400,400
"training","The Wellcome Trust","Chad",2014,1,6289,6289,6289
"training","The Wellcome Trust","Chile",2011,1,29899,29899,29899
"training","The Wellcome Trust","China",2006,1,6750,6750,6750
"training","The Wellcome Trust","China",2011,1,30000,30000,30000
"training","The Wellcome Trust","China",2014,1,22882,22882,22882
"training","The Wellcome Trust","China",2015,1,29026,29026,29026
"training","The Wellcome Trust","China",2016,2,304647,168613,152323.5
"training","The Wellcome Trust","China",2017,1,7948,7948,7948
"training","The Wellcome Trust","Denmark",2006,3,2795587,2079170,931862.333333333
"training","The Wellcome Trust","Egypt",2009,1,180817,180817,180817
"training","The Wellcome Trust","Ethiopia",2011,1,97406,97406,97406
"training","The Wellcome Trust","Ethiopia",2012,3,674724,272808,224908
"training","The Wellcome Trust","Ethiopia",2013,1,6723,6723,6723
"training","The Wellcome Trust","Ethiopia",2015,4,1445542,603708,361385.5
"training","The Wellcome Trust","Fiji",2006,1,2250,2250,2250
"training","The Wellcome Trust","France",2006,1,39446,39446,39446
"training","The Wellcome Trust","Ghana",2011,1,29978,29978,29978
"training","The Wellcome Trust","Ghana",2015,5,1477260,1039150,295452
"training","The Wellcome Trust","Ghana",2016,1,10512,10512,10512
"training","The Wellcome Trust","Hong Kong",2008,1,21653,21653,21653
"training","The Wellcome Trust","India",2005,1,218350,218350,218350
"training","The Wellcome Trust","India",2006,1,1500,1500,1500
"training","The Wellcome Trust","India",2009,2,390704,340514,195352
"training","The Wellcome Trust","India",2010,1,130689,130689,130689
"training","The Wellcome Trust","India",2011,1,28188,28188,28188
"training","The Wellcome Trust","India",2014,1,235427,235427,235427
"training","The Wellcome Trust","India",2015,1,4963,4963,4963
"training","The Wellcome Trust","India",2016,1,33145,33145,33145
"training","The Wellcome Trust","Indonesia",2006,1,6750,6750,6750
"training","The Wellcome Trust","Iraq",2013,1,4300,4300,4300
"training","The Wellcome Trust","Ireland",2006,2,300726,206326,150363
"training","The Wellcome Trust","Ireland",2007,1,1926,1926,1926
"training","The Wellcome Trust","Ireland",2008,2,1189044,1e+06,594522
"training","The Wellcome Trust","Ireland",2009,1,2300,2300,2300
"training","The Wellcome Trust","Ireland",2011,1,27974,27974,27974
"training","The Wellcome Trust","Ireland",2013,1,29987,29987,29987
"training","The Wellcome Trust","Ireland",2016,1,3837500,3837500,3837500
"training","The Wellcome Trust","Ivory Coast",2014,1,199845,199845,199845
"training","The Wellcome Trust","Jamaica",2006,1,297190,297190,297190
"training","The Wellcome Trust","Jamaica",2014,1,238770,238770,238770
"training","The Wellcome Trust","Japan",2016,1,653257,653257,653257
"training","The Wellcome Trust","Kenya",2006,2,349250,2e+05,174625
"training","The Wellcome Trust","Kenya",2007,4,5766389,2902655,1441597.25
"training","The Wellcome Trust","Kenya",2008,5,6539642,2902597,1307928.4
"training","The Wellcome Trust","Kenya",2009,3,142810,83195,47603.3333333333
"training","The Wellcome Trust","Kenya",2010,3,520706,443369,173568.666666667
"training","The Wellcome Trust","Kenya",2016,2,45499999,26595243,22749999.5
"training","The Wellcome Trust","Lebanon",2016,1,129799,129799,129799
"training","The Wellcome Trust","Malawi",2007,2,814854,573037,407427
"training","The Wellcome Trust","Malawi",2008,5,19440210,8018657,3888042
"training","The Wellcome Trust","Malawi",2009,2,235544,163371,117772
"training","The Wellcome Trust","Malawi",2010,2,642837,352526,321418.5
"training","The Wellcome Trust","Malawi",2011,6,2293866,1111572,382311
"training","The Wellcome Trust","Malawi",2012,3,1484298,763846,494766
"training","The Wellcome Trust","Malawi",2013,2,14061683,13200000,7030841.5
"training","The Wellcome Trust","Malawi",2014,1,160976,160976,160976
"training","The Wellcome Trust","Malawi",2015,1,346737,346737,346737
"training","The Wellcome Trust","Malawi",2017,1,25084066,25084066,25084066
"training","The Wellcome Trust","Malaysia",2006,1,6750,6750,6750
"training","The Wellcome Trust","Niger",2014,1,627512,627512,627512
"training","The Wellcome Trust","Pakistan",2008,1,50315,50315,50315
"training","The Wellcome Trust","Pakistan",2011,1,223666,223666,223666
"training","The Wellcome Trust","Palestine",2010,1,1504,1504,1504
"training","The Wellcome Trust","Peru",2005,1,1014648,1014648,1014648
"training","The Wellcome Trust","Peru",2007,2,102046,101506,51023
"training","The Wellcome Trust","Peru",2008,1,7770,7770,7770
"training","The Wellcome Trust","Peru",2010,1,28885,28885,28885
"training","The Wellcome Trust","Peru",2014,1,363655,363655,363655
"training","The Wellcome Trust","Peru",2016,1,251068,251068,251068
"training","The Wellcome Trust","Poland",2007,2,43869,25767,21934.5
"training","The Wellcome Trust","Rwanda",2008,3,5522408,4814746,1840802.66666667
"training","The Wellcome Trust","Rwanda",2011,1,25000,25000,25000
"training","The Wellcome Trust","Rwanda",2013,3,1071468,930061,357156
"training","The Wellcome Trust","Senegal",2006,1,10000,10000,10000
"training","The Wellcome Trust","Singapore",2016,1,5120000,5120000,5120000
"training","The Wellcome Trust","South Africa",2006,5,410182,112682,82036.4
"training","The Wellcome Trust","South Africa",2008,1,2871500,2871500,2871500
"training","The Wellcome Trust","South Africa",2009,1,29999,29999,29999
"training","The Wellcome Trust","South Africa",2013,1,554882,554882,554882
"training","The Wellcome Trust","South Africa",2015,4,1413644,907616,353411
"training","The Wellcome Trust","South Africa",2016,3,1345134,591322,448378
"training","The Wellcome Trust","Sri Lanka",2006,1,5000,5000,5000
"training","The Wellcome Trust","Sudan",2006,1,5000,5000,5000
"training","The Wellcome Trust","Suriname",2009,1,30000,30000,30000
"training","The Wellcome Trust","Suriname",2013,1,19457,19457,19457
"training","The Wellcome Trust","Syria",2013,2,944141,576511,472070.5
"training","The Wellcome Trust","Syria",2015,1,49279,49279,49279
"training","The Wellcome Trust","Tanzania",2006,1,26226,26226,26226
"training","The Wellcome Trust","Tanzania",2008,1,30000,30000,30000
"training","The Wellcome Trust","Thailand",2006,4,332071,219771,83017.75
"training","The Wellcome Trust","Thailand",2007,4,8339236,3820498,2084809
"training","The Wellcome Trust","Thailand",2008,2,175288,1e+05,87644
"training","The Wellcome Trust","Thailand",2009,1,28702,28702,28702
"training","The Wellcome Trust","Thailand",2010,1,55000,55000,55000
"training","The Wellcome Trust","Uganda",2007,1,103847,103847,103847
"training","The Wellcome Trust","Uganda",2008,1,1056565,1056565,1056565
"training","The Wellcome Trust","Uganda",2009,2,324179,294179,162089.5
"training","The Wellcome Trust","Uganda",2011,1,980000,980000,980000
"training","The Wellcome Trust","Uganda",2013,1,1077037,1077037,1077037
"training","The Wellcome Trust","Uganda",2014,1,30000,30000,30000
"training","The Wellcome Trust","Uganda",2015,3,1035941,658822,345313.666666667
"training","The Wellcome Trust","Uganda",2017,1,267883,267883,267883
"training","The Wellcome Trust","United Kingdom",2008,1,3611669,3611669,3611669
"training","The Wellcome Trust","United Kingdom",2015,1,4600,4600,4600
"training","The Wellcome Trust","United States",2007,1,2750,2750,2750
"training","The Wellcome Trust","Vietnam",2009,2,20088358,10696617,10044179
"training","The Wellcome Trust","Vietnam",2012,3,595357,303098,198452.333333333
"training","The Wellcome Trust","Vietnam",2014,2,68432,38432,34216
"training","The Wellcome Trust","Vietnam",2015,1,97609,97609,97609
"training","The Wellcome Trust","Vietnam",2016,1,75979,75979,75979
"training","The Wellcome Trust","Vietnam",2017,1,343289,343289,343289
"training","The Wellcome Trust",NA,2005,5,807707,518164,161541.4
"training","The Wellcome Trust",NA,2006,39,20596466,6956531,528114.512820513
"training","The Wellcome Trust",NA,2007,44,26448083,4968596,601092.795454545
"training","The Wellcome Trust",NA,2008,52,54769248,6452907,1053254.76923077
"training","The Wellcome Trust",NA,2009,28,6015603,1478756,214842.964285714
"training","The Wellcome Trust",NA,2010,29,13975944,3878703,481929.103448276
"training","The Wellcome Trust",NA,2011,41,16279668,5141952,397065.073170732
"training","The Wellcome Trust",NA,2012,39,44727153,5869875,1146850.07692308
"training","The Wellcome Trust",NA,2013,41,23207049,4955047,566025.585365854
"training","The Wellcome Trust",NA,2014,41,30522424,7878934,744449.365853659
"training","The Wellcome Trust",NA,2015,41,13696985,4366023,334072.804878049
"training","The Wellcome Trust",NA,2016,48,76525236,13611794,1594275.75
"training","The Wellcome Trust",NA,2017,19,9639861,3117091,507361.105263158
"travel","ARCADIA",NA,2016,1,383400,383400,383400
"travel","Esmée Fairbairn Foundation",NA,2008,2,229200,180000,114600
"travel","Esmée Fairbairn Foundation",NA,2009,2,24000,20000,12000
"travel","Esmée Fairbairn Foundation",NA,2010,3,177988,75000,59329.3333333333
"travel","Esmée Fairbairn Foundation",NA,2011,3,310306,225000,103435.333333333
"travel","Esmée Fairbairn Foundation",NA,2012,3,243408,198418,81136
"travel","Esmée Fairbairn Foundation",NA,2014,1,117000,117000,117000
"travel","Esmée Fairbairn Foundation",NA,2015,2,184161,144161,92080.5
"travel","Esmée Fairbairn Foundation",NA,2016,2,236132,137657,118066
"travel","Esmée Fairbairn Foundation",NA,2017,1,19835,19835,19835
"travel","Gatsby Charitable Foundation",NA,2016,1,190186,190186,190186
"travel","Northern Rock Foundation",NA,2005,1,55863,55863,55863
"travel","Northern Rock Foundation",NA,2007,1,948,948,948
"travel","Northern Rock Foundation",NA,2008,1,20000,20000,20000
"travel","Northern Rock Foundation",NA,2009,1,136647,136647,136647
"travel","Northern Rock Foundation",NA,2011,3,114729,45000,38243
"travel","Northern Rock Foundation",NA,2012,2,36420,19000,18210
"travel","Northern Rock Foundation",NA,2013,3,19736,14736,6578.66666666667
"travel","Northern Rock Foundation",NA,2014,2,5000,2500,2500
"travel","others","Japan",2017,1,1000,1000,1000
"travel","others","Nigeria",2013,1,9648,9648,9648
"travel","others","Singapore",2014,1,3000,3000,3000
"travel","others","South Africa",2015,1,26000,26000,26000
"travel","others",NA,2004,3,8700,4200,2900
"travel","others",NA,2005,4,100250,90000,25062.5
"travel","others",NA,2006,1,1000,1000,1000
"travel","others",NA,2007,3,6000,2500,2000
"travel","others",NA,2008,2,17000,14750,8500
"travel","others",NA,2009,4,16673,4920,4168.25
"travel","others",NA,2010,140,3367883,151400,24056.3071428571
"travel","others",NA,2011,105,3154800,51500,30045.7142857143
"travel","others",NA,2012,100,2171757,52600,21717.57
"travel","others",NA,2013,23,640998.4,108248,27869.4956521739
"travel","others",NA,2014,13,865006,233114,66538.9230769231
"travel","others",NA,2015,30,903575,102659,30119.1666666667
"travel","others",NA,2016,45,958115.4,160000,21291.4533333333
"travel","others",NA,2017,110,2228678.5,1005512,20260.7136363636
"travel","Paul Hamlyn Foundation","Germany",2016,1,25721,25721,25721
"travel","Paul Hamlyn Foundation",NA,2006,2,45000,30000,22500
"travel","Paul Hamlyn Foundation",NA,2007,2,33084,23084,16542
"travel","Paul Hamlyn Foundation",NA,2008,2,37200,26400,18600
"travel","Paul Hamlyn Foundation",NA,2010,2,533300,273300,266650
"travel","Paul Hamlyn Foundation",NA,2015,1,99605,99605,99605
"travel","Paul Hamlyn Foundation",NA,2016,1,20000,20000,20000
"travel","The Big Lottery Fund","Albania",2009,1,12425,12425,12425
"travel","The Big Lottery Fund","Argentina",2005,2,4200,2100,2100
"travel","The Big Lottery Fund","Australia",2004,33,75100,3150,2275.75757575758
"travel","The Big Lottery Fund","Australia",2005,96,188350,3150,1961.97916666667
"travel","The Big Lottery Fund","Australia",2006,1,2100,2100,2100
"travel","The Big Lottery Fund","Australia",2009,22,75796,5500,3445.27272727273
"travel","The Big Lottery Fund","Australia",2010,11,29175,3700,2652.27272727273
"travel","The Big Lottery Fund","Australia",2011,2,4200,3700,2100
"travel","The Big Lottery Fund","Australia",2012,2,7400,3700,3700
"travel","The Big Lottery Fund","Australia",2013,4,20350,8140,5087.5
"travel","The Big Lottery Fund","Austria",2004,5,3100,875,620
"travel","The Big Lottery Fund","Austria",2005,19,9825,875,517.105263157895
"travel","The Big Lottery Fund","Austria",2009,3,2625,875,875
"travel","The Big Lottery Fund","Austria",2010,3,2625,875,875
"travel","The Big Lottery Fund","Austria",2011,1,875,875,875
"travel","The Big Lottery Fund","Austria",2012,1,875,875,875
"travel","The Big Lottery Fund","Austria",2013,4,5895,1930,1473.75
"travel","The Big Lottery Fund","Bahamas",2005,4,7500,2100,1875
"travel","The Big Lottery Fund","Bahamas",2009,1,225,225,225
"travel","The Big Lottery Fund","Bahamas",2010,2,7400,3700,3700
"travel","The Big Lottery Fund","Bahamas",2012,1,3700,3700,3700
"travel","The Big Lottery Fund","Bangladesh",2005,5,227431,215181,45486.2
"travel","The Big Lottery Fund","Bangladesh",2009,1,5500,5500,5500
"travel","The Big Lottery Fund","Bangladesh",2012,1,3700,3700,3700
"travel","The Big Lottery Fund","Belarus",2005,1,5000,5000,5000
"travel","The Big Lottery Fund","Belgium",2004,96,70035,7300,729.53125
"travel","The Big Lottery Fund","Belgium",2005,174,102690,4495,590.172413793103
"travel","The Big Lottery Fund","Belgium",2007,1,2500,2500,2500
"travel","The Big Lottery Fund","Belgium",2008,1,4400,4400,4400
"travel","The Big Lottery Fund","Belgium",2009,37,43705,9425,1181.21621621622
"travel","The Big Lottery Fund","Belgium",2010,23,26295,6350,1143.26086956522
"travel","The Big Lottery Fund","Belgium",2011,14,21175,5000,1512.5
"travel","The Big Lottery Fund","Belgium",2012,6,4875,875,812.5
"travel","The Big Lottery Fund","Belgium",2013,12,44580,15715,3715
"travel","The Big Lottery Fund","Belgium",2014,5,14930,5000,2986
"travel","The Big Lottery Fund","Bosnia and Herzegovina",2005,1,4950,4950,4950
"travel","The Big Lottery Fund","Bosnia and Herzegovina",2007,1,5450,5450,5450
"travel","The Big Lottery Fund","Brazil",2008,1,10000,10000,10000
"travel","The Big Lottery Fund","Bulgaria",2004,1,875,875,875
"travel","The Big Lottery Fund","Cameroon",2008,1,9475,9475,9475
"travel","The Big Lottery Fund","Canada",2004,9,17403,3150,1933.66666666667
"travel","The Big Lottery Fund","Canada",2005,115,292333,32075,2542.02608695652
"travel","The Big Lottery Fund","Canada",2009,27,98707,5500,3655.81481481481
"travel","The Big Lottery Fund","Canada",2010,20,75325,5500,3766.25
"travel","The Big Lottery Fund","Canada",2011,9,31700,5500,3522.22222222222
"travel","The Big Lottery Fund","Canada",2012,2,6900,3700,3450
"travel","The Big Lottery Fund","Canada",2013,4,16280,4070,4070
"travel","The Big Lottery Fund","China",2004,4,7800,2100,1950
"travel","The Big Lottery Fund","China",2005,13,25500,2100,1961.53846153846
"travel","The Big Lottery Fund","China",2009,2,9200,5500,4600
"travel","The Big Lottery Fund","China",2010,2,7400,3700,3700
"travel","The Big Lottery Fund","China",2012,1,5000,5000,5000
"travel","The Big Lottery Fund","China",2013,1,4070,4070,4070
"travel","The Big Lottery Fund","Congo",2004,1,5000,5000,5000
"travel","The Big Lottery Fund","Congo",2005,1,4420,4420,4420
"travel","The Big Lottery Fund","Croatia",2004,14,21175,8750,1512.5
"travel","The Big Lottery Fund","Croatia",2005,15,17900,5475,1193.33333333333
"travel","The Big Lottery Fund","Croatia",2009,8,22525,11000,2815.625
"travel","The Big Lottery Fund","Croatia",2010,3,4450,1600,1483.33333333333
"travel","The Big Lottery Fund","Croatia",2011,1,1570,1570,1570
"travel","The Big Lottery Fund","Croatia",2013,4,19275,14405,4818.75
"travel","The Big Lottery Fund","Cuba",2011,1,3700,3700,3700
"travel","The Big Lottery Fund","Cyprus",2004,12,11400,2100,950
"travel","The Big Lottery Fund","Cyprus",2005,42,37400,1300,890.47619047619
"travel","The Big Lottery Fund","Cyprus",2006,1,875,875,875
"travel","The Big Lottery Fund","Cyprus",2009,6,9525,2825,1587.5
"travel","The Big Lottery Fund","Cyprus",2010,8,14975,2825,1871.875
"travel","The Big Lottery Fund","Cyprus",2011,4,7245,2825,1811.25
"travel","The Big Lottery Fund","Cyprus",2013,2,6280,3140,3140
"travel","The Big Lottery Fund","Czech Republic",2004,2,1305,780,652.5
"travel","The Big Lottery Fund","Czech Republic",2005,5,2880,780,576
"travel","The Big Lottery Fund","Czech Republic",2006,1,2716,2716,2716
"travel","The Big Lottery Fund","Denmark",2004,5,3275,875,655
"travel","The Big Lottery Fund","Denmark",2005,17,12935,4480,760.882352941176
"travel","The Big Lottery Fund","Denmark",2006,1,1410,1410,1410
"travel","The Big Lottery Fund","Denmark",2009,1,875,875,875
"travel","The Big Lottery Fund","Denmark",2010,2,1750,875,875
"travel","The Big Lottery Fund","Denmark",2011,2,1375,875,687.5
"travel","The Big Lottery Fund","Denmark",2012,1,875,875,875
"travel","The Big Lottery Fund","Egypt",2004,173,207650,7950,1200.28901734104
"travel","The Big Lottery Fund","Egypt",2005,320,383282,2450,1197.75625
"travel","The Big Lottery Fund","Egypt",2006,5,9951,4600,1990.2
"travel","The Big Lottery Fund","Egypt",2009,92,262969,5650,2858.35869565217
"travel","The Big Lottery Fund","Egypt",2010,59,153097,4250,2594.86440677966
"travel","The Big Lottery Fund","Egypt",2011,13,32918,4033,2532.15384615385
"travel","The Big Lottery Fund","Egypt",2012,9,20008,2825,2223.11111111111
"travel","The Big Lottery Fund","Egypt",2013,21,58940,4675,2806.66666666667
"travel","The Big Lottery Fund","Egypt",2014,1,1570,1570,1570
"travel","The Big Lottery Fund","El Salvador",2005,1,5000,5000,5000
"travel","The Big Lottery Fund","Eritrea",2008,1,4160,4160,4160
"travel","The Big Lottery Fund","Fiji",2010,1,2000,2000,2000
"travel","The Big Lottery Fund","France",2004,3581,2822931,45595,788.308014521083
"travel","The Big Lottery Fund","France",2005,1171,804055,15890,686.639624252775
"travel","The Big Lottery Fund","France",2006,10,10375,5000,1037.5
"travel","The Big Lottery Fund","France",2008,1,6696,6696,6696
"travel","The Big Lottery Fund","France",2009,998,1515047,18575,1518.08316633267
"travel","The Big Lottery Fund","France",2010,120,145121,10000,1209.34166666667
"travel","The Big Lottery Fund","France",2011,92,87221,3700,948.054347826087
"travel","The Big Lottery Fund","France",2012,40,48298,5000,1207.45
"travel","The Big Lottery Fund","France",2013,137,239834.9,24400,1750.6197080292
"travel","The Big Lottery Fund","France",2014,57,85550,11355,1500.87719298246
"travel","The Big Lottery Fund","Georgia",2005,1,500,500,500
"travel","The Big Lottery Fund","Germany",2004,93,49065,2100,527.58064516129
"travel","The Big Lottery Fund","Germany",2005,295,247147,25730,837.786440677966
"travel","The Big Lottery Fund","Germany",2006,4,2130,780,532.5
"travel","The Big Lottery Fund","Germany",2007,1,5069,5069,5069
"travel","The Big Lottery Fund","Germany",2008,3,9300,4800,3100
"travel","The Big Lottery Fund","Germany",2009,64,63134,3700,986.46875
"travel","The Big Lottery Fund","Germany",2010,35,40105,6525,1145.85714285714
"travel","The Big Lottery Fund","Germany",2011,21,18723,1300,891.571428571429
"travel","The Big Lottery Fund","Germany",2012,9,8400,1300,933.333333333333
"travel","The Big Lottery Fund","Germany",2013,14,17920,3860,1280
"travel","The Big Lottery Fund","Germany",2014,4,4825,1930,1206.25
"travel","The Big Lottery Fund","Ghana",2005,1,2100,2100,2100
"travel","The Big Lottery Fund","Ghana",2007,1,9800,9800,9800
"travel","The Big Lottery Fund","Greece",2004,38,39425,4350,1037.5
"travel","The Big Lottery Fund","Greece",2005,69,116887,29700,1694.01449275362
"travel","The Big Lottery Fund","Greece",2009,19,88300,21875,4647.36842105263
"travel","The Big Lottery Fund","Greece",2010,8,15896,5050,1987
"travel","The Big Lottery Fund","Greece",2011,3,7025,4400,2341.66666666667
"travel","The Big Lottery Fund","Greece",2012,1,1425,1425,1425
"travel","The Big Lottery Fund","Greece",2013,4,8700,3140,2175
"travel","The Big Lottery Fund","Greece",2014,1,1570,1570,1570
"travel","The Big Lottery Fund","Guinea",2010,1,6150,6150,6150
"travel","The Big Lottery Fund","Hong Kong",2004,22,45620,3150,2073.63636363636
"travel","The Big Lottery Fund","Hong Kong",2005,67,146558,4200,2187.4328358209
"travel","The Big Lottery Fund","Hong Kong",2009,12,44700,5500,3725
"travel","The Big Lottery Fund","Hong Kong",2010,7,27700,5500,3957.14285714286
"travel","The Big Lottery Fund","Hong Kong",2011,1,3700,3700,3700
"travel","The Big Lottery Fund","Hong Kong",2012,2,7400,3700,3700
"travel","The Big Lottery Fund","Hong Kong",2013,4,26400,8140,6600
"travel","The Big Lottery Fund","Hungary",2007,1,5000,5000,5000
"travel","The Big Lottery Fund","Iceland",2004,9,10984,2100,1220.44444444444
"travel","The Big Lottery Fund","Iceland",2005,15,32000,12625,2133.33333333333
"travel","The Big Lottery Fund","Iceland",2009,2,2773,1898,1386.5
"travel","The Big Lottery Fund","Iceland",2010,1,1300,1300,1300
"travel","The Big Lottery Fund","India",2004,54,124290,7400,2301.66666666667
"travel","The Big Lottery Fund","India",2005,241,550396,24400,2283.80082987552
"travel","The Big Lottery Fund","India",2006,5,180144,173028,36028.8
"travel","The Big Lottery Fund","India",2009,43,359281,208320,8355.37209302326
"travel","The Big Lottery Fund","India",2010,23,75450,5500,3280.4347826087
"travel","The Big Lottery Fund","India",2011,10,32800,5500,3280
"travel","The Big Lottery Fund","India",2012,3,10225,3700,3408.33333333333
"travel","The Big Lottery Fund","India",2013,11,52910,8140,4810
"travel","The Big Lottery Fund","India",2015,1,9810,9810,9810
"travel","The Big Lottery Fund","India",2016,1,2000,2000,2000
"travel","The Big Lottery Fund","Indonesia",2004,1,2100,2100,2100
"travel","The Big Lottery Fund","Indonesia",2005,4,8400,2100,2100
"travel","The Big Lottery Fund","Indonesia",2012,2,5700,3700,2850
"travel","The Big Lottery Fund","Iran",2004,1,5000,5000,5000
"travel","The Big Lottery Fund","Iraq",2011,1,2825,2825,2825
"travel","The Big Lottery Fund","Ireland",2004,9,7455,2100,828.333333333333
"travel","The Big Lottery Fund","Ireland",2005,2,16586,13436,8293
"travel","The Big Lottery Fund","Ireland",2006,2,30780,30000,15390
"travel","The Big Lottery Fund","Ireland",2008,1,9880,9880,9880
"travel","The Big Lottery Fund","Ireland",2009,10,10575,1425,1057.5
"travel","The Big Lottery Fund","Ireland",2010,5,11300,4975,2260
"travel","The Big Lottery Fund","Ireland",2011,5,6580,5000,1316
"travel","The Big Lottery Fund","Ireland",2012,3,1325,875,441.666666666667
"travel","The Big Lottery Fund","Ireland",2013,2,6000,4070,3000
"travel","The Big Lottery Fund","Ireland",2014,1,1930,1930,1930
"travel","The Big Lottery Fund","Israel",2004,4,5525,1850,1381.25
"travel","The Big Lottery Fund","Israel",2005,33,41425,2450,1255.30303030303
"travel","The Big Lottery Fund","Israel",2009,17,45400,4250,2670.58823529412
"travel","The Big Lottery Fund","Israel",2010,11,28748,4250,2613.45454545455
"travel","The Big Lottery Fund","Israel",2011,2,5650,2825,2825
"travel","The Big Lottery Fund","Israel",2012,2,5650,2825,2825
"travel","The Big Lottery Fund","Israel",2013,8,28015,6220,3501.875
"travel","The Big Lottery Fund","Israel",2014,1,550,550,550
"travel","The Big Lottery Fund","Italy",2004,957,1054827,79875,1102.22257053292
"travel","The Big Lottery Fund","Italy",2005,1180,1121803,17925,950.680508474576
"travel","The Big Lottery Fund","Italy",2006,17,15511,1300,912.411764705882
"travel","The Big Lottery Fund","Italy",2009,235,529497,52725,2253.17872340426
"travel","The Big Lottery Fund","Italy",2010,155,263182,12325,1697.94838709677
"travel","The Big Lottery Fund","Italy",2011,62,95587,4275,1541.72580645161
"travel","The Big Lottery Fund","Italy",2012,38,64625,10000,1700.65789473684
"travel","The Big Lottery Fund","Italy",2013,69,185050,34815,2681.88405797101
"travel","The Big Lottery Fund","Italy",2014,7,10287.89,3140,1469.69857142857
"travel","The Big Lottery Fund","Jamaica",2004,1,2100,2100,2100
"travel","The Big Lottery Fund","Japan",2004,8,22050,6300,2756.25
"travel","The Big Lottery Fund","Japan",2005,23,64837,17437,2819
"travel","The Big Lottery Fund","Japan",2006,1,2100,2100,2100
"travel","The Big Lottery Fund","Japan",2009,2,7400,3700,3700
"travel","The Big Lottery Fund","Japan",2010,7,34496,9400,4928
"travel","The Big Lottery Fund","Japan",2011,2,7400,3700,3700
"travel","The Big Lottery Fund","Japan",2012,1,3700,3700,3700
"travel","The Big Lottery Fund","Japan",2013,2,12210,8140,6105
"travel","The Big Lottery Fund","Japan",2014,1,4070,4070,4070
"travel","The Big Lottery Fund","Kenya",2004,1,2100,2100,2100
"travel","The Big Lottery Fund","Kenya",2005,12,25460,3150,2121.66666666667
"travel","The Big Lottery Fund","Kenya",2006,1,2100,2100,2100
"travel","The Big Lottery Fund","Kenya",2009,1,3700,3700,3700
"travel","The Big Lottery Fund","Kenya",2010,1,965,965,965
"travel","The Big Lottery Fund","Lebanon",2004,1,700,700,700
"travel","The Big Lottery Fund","Lebanon",2005,1,1225,1225,1225
"travel","The Big Lottery Fund","Libya",2004,19,21975,1850,1156.57894736842
"travel","The Big Lottery Fund","Libya",2005,26,30785,2625,1184.03846153846
"travel","The Big Lottery Fund","Libya",2009,2,5650,2825,2825
"travel","The Big Lottery Fund","Libya",2010,7,19775,2825,2825
"travel","The Big Lottery Fund","Libya",2011,1,8475,8475,8475
"travel","The Big Lottery Fund","Libya",2012,1,800,800,800
"travel","The Big Lottery Fund","Luxembourg",2009,2,1750,875,875
"travel","The Big Lottery Fund","Madagascar",2004,1,2100,2100,2100
"travel","The Big Lottery Fund","Madagascar",2005,1,2100,2100,2100
"travel","The Big Lottery Fund","Madagascar",2009,1,3700,3700,3700
"travel","The Big Lottery Fund","Madagascar",2010,2,7400,3700,3700
"travel","The Big Lottery Fund","Malaysia",2004,12,25350,3150,2112.5
"travel","The Big Lottery Fund","Malaysia",2005,31,102850,39100,3317.74193548387
"travel","The Big Lottery Fund","Malaysia",2006,1,2100,2100,2100
"travel","The Big Lottery Fund","Malaysia",2009,3,8825,3700,2941.66666666667
"travel","The Big Lottery Fund","Malaysia",2010,5,20300,5500,4060
